Endpoint Name,Site,Last Logged In User,OS Username,Group,Tags,Domain,Account,Console Visible IP,Agent Version,Serial Number,Subscribed On,Device Type,Model Name,OS,OS Version,Architecture,Memory,CPU Count,CPU Type,Core Count,Management Connectivity,Network Status,Update Status,Scan Status,Last Reported IP,Pending Uninstall,Disk Encryption,Agent UUID,Agent ID,Customer Identifier,Console Migration Status,Operational State,Operational State Expiration,Last Reboot Date,Installer Type,Reboot Required due to Threat,User Action Required,Remote Profiling State,Remote Profiling Expiration,Storage Type,Storage Name,Cloud Account,Cloud Location,Cloud Network,Cloud Image,Cloud Tags,Cloud Instance Size,Cloud Instance ID,Cloud Security Group,Cluster Name,K8s Type,K8s Version,Agent Namespace,Agent Pod Name,K8s Node Name,K8s Node Labels,Is Uninstalled,Decommissioned at
SW-QS-NT046,국내 법인,hoya0222,N/A,PC Group,글로벌개발팀 : 박경호,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,5BSTKP2,2023-03-03 5:45,laptop,Dell Inc. - Inspiron 7577,Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 03, 2023 07:42:58 AM )",192.9.21.47,No,Off,3e0d4309aa10486fa27931e76aaf3943,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:44,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT030,국내 법인,ywonwoo,N/A,PC Group,자재지원1팀 : 염원우,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR30001V,2023-03-03 6:01,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 03, 2023 06:59:26 AM )",192.9.36.91,No,Off,911a97373a0147f19bd636258c2aaa4b,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-18 4:04,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW223010061NT,국내 법인,jiyounwoo,N/A,PC Group,경영기획팀 : 우지연,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,44WM9FBNB00060,2023-03-03 6:22,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,19045",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 12, 2023 10:55:44 PM )",192.9.37.49,No,Off,64a63ebc815d41098346cbea6dac01af,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:30,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT027,국내 법인,dbdudwo90,N/A,PC Group,경영기획팀 : 유영재,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR30000Q,2023-03-03 6:31,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 03, 2023 07:17:08 AM )",192.9.37.64,No,Off,cf79f80ae2e6474e9235abd2e8c9018c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:59,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-OF-NT010,국내 법인,kim6339,N/A,PC Group,임원 : 김규영,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT30008LH,2023-03-03 7:17,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 03, 2023 08:08:06 AM )",192.9.31.160,No,Off,3fbacb69addf4680a3095c2cc5393259,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-16 22:54,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-IN-DT053,국내 법인,ayounglee,N/A,PC Group,인사노무팀 : 이아영,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KF1X98CN1B000K,2023-03-03 7:36,desktop,"SAMSUNG ELECTRONICS CO., LTD. - 400T7A/400S7A",Windows,"Windows 10 Pro,19044",64 bit,12 GB,4,Intel(R) Core(TM) i5-6600K CPU @ 3.50GHz,4,Online,Connected,Up to date,"Completed( Mar 03, 2023 08:13:06 AM )",192.9.31.103,No,Off,c3ada2a16666412e96c5ba30a00cfd56,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:57,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT059,국내 법인,soongeun.kim,N/A,PC Group,보전2팀 : 김순근,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT30003MX,2023-03-03 8:38,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 05, 2023 11:02:08 PM )",192.9.35.126,No,Off,01755923e4fd4b1a806cc6fec4b9dbd5,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-19 22:45,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT037,국내 법인,ever714,N/A,PC Group,생산관리팀 : 우병도,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR300004,2023-03-03 8:55,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 05, 2023 10:57:59 PM )",192.9.35.198,No,Off,d042367dfb0f4bd085fe50ff69044b86,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:32,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT131,국내 법인,taewonkim,N/A,PC Group,생산기술2팀 : 김태원,SWHITECH,SW Hitech,152.86.72.170,22.2.5.806,KPV799YRC0004K,2023-03-03 12:16,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 03, 2023 12:55:35 PM )",192.10.137.153,No,Off,88c8a8f500d94ef0b01bec80fda3758c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 13:24,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT167,국내 법인,dogeonyoon,N/A,PC Group,생산기술2팀 : 윤도건,SWHITECH,SW Hitech,213.195.196.65,22.2.5.806,KPV799YRC0004M,2023-03-03 18:50,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 04, 2023 02:18:52 PM )",172.16.1.110,No,Off,93469f2f6e194615b8916d0bdb1364a9,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 14:37,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT157,국내 법인,AKDGY,N/A,PC Group,생산기술2팀 : 윤도건,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,44WM9FBNA00014,2023-03-03 19:13,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,18363",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 04, 2023 09:56:24 PM )",10.3.1.253,No,Off,ef0e2d7315764fea8b704700663b7ddf,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-18 22:41,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-BP-NT065,국내 법인,parkjw815,N/A,PC Group,원가2팀 : 박진우,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR30000F,2023-03-04 2:36,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 05, 2023 11:34:07 PM )",192.9.36.186,No,Off,cb478eded0f0405bbd45c948f844a65a,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:45,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT057,국내 법인,beomyong.lee,N/A,PC Group,개발2팀 : 이범용,SWHITECH,SW Hitech,60.196.68.94,22.2.5.806,0YNN91IKC00013,2023-03-04 4:55,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5M/371B5M/371B5S",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 05, 2023 11:06:05 PM )",192.168.0.6,No,Off,a8db4204d3934f649ecf46d13f164bb5,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-15 15:32,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT119,국내 법인,donghwankim,N/A,PC Group,생산기술2팀 : 김동환,SWHITECH,SW Hitech,213.195.196.65,22.2.5.806,1CT191GMA00007,2023-03-04 6:23,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XBE/350XBE",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 04, 2023 07:04:57 AM )",192.168.167.205,No,Off,d77ebe8b05e144c4a50cecd009b79105,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-15 7:32,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT151,국내 법인,tikston,N/A,PC Group,개발2팀 : 이용헌,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR80000Z,2023-03-04 14:28,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 04, 2023 05:33:43 PM )",192.9.21.44,No,Off,9a35df7ec4b740e080ff0d892baf6b3d,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 10:44,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT221,국내 법인,theo,N/A,PC Group,글로벌PM팀 : 김태오,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YR9001X8,2023-03-05 23:28,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 06, 2023 12:06:50 AM )",192.9.36.79,No,Off,499b7db4058447588be78702232edfae,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 23:01,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-BP-NT037,국내 법인,kimhj3912,N/A,PC Group,경영기획팀 : 김형종,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR30001X,2023-03-05 23:30,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 06, 2023 01:04:09 AM )",192.9.28.232,No,Off,3b79156cebe3468e803bd52469dc0138,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-13 2:38,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT056,국내 법인,seal707,N/A,PC Group,생산관리팀 : 김수환,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT300088R,2023-03-05 23:36,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 12:03:29 AM )",192.9.35.188,No,Off,1c4e30b0239644f2b087b73a6ec37f81,1.63E+18,N/A,N/A,Not disabled,N/A,2023-02-22 5:56,MSI,No,['reboot_needed'],disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT212,국내 법인,yechanan,N/A,PC Group,생산기술2팀 : 안예찬,SWHITECH,SW Hitech,189.206.218.3,22.2.5.806,KPV799YRC00055,2023-03-05 23:42,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 06, 2023 12:22:25 AM )",192.10.53.115,No,Off,fb1f006b7ea54f2aa2cc63511b575947,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 13:52,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-NT050,국내 법인,sbsbjn0220,N/A,PC Group,EV선행개발팀 : 최동형,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR5001V4,2023-03-05 23:43,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 12:51:27 AM )",192.9.214.146,No,Off,ca771ffc226344f5b0c8ec61dae48055,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 23:03,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-NT047,국내 법인,donny0416,N/A,PC Group,EV선행개발팀 : 김동언,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,CND1105KJ8,2023-03-05 23:56,laptop,HP - HP ZBook Fury 17 G7 Mobile Workstation,Windows,"Windows 10 Pro,19044",64 bit,32 GB,12,Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,12,Online,Connected,Up to date,"Completed( Mar 06, 2023 01:09:23 AM )",192.9.214.193,No,Off,1b77ee8e58144dac88c0f267063a0736,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:42,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-BP-NT064,국내 법인,ssyncmasta,N/A,PC Group,원가2팀 : 송영채,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR30002V,2023-03-06 0:34,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 01:27:07 AM )",192.9.36.162,No,Off,9fc2f273b8194b35ad2ea6eaf4222236,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 21:58,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-BP-NT075,국내 법인,hyeongseokcho,N/A,PC Group,경영기획팀 : 조형석,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YRC0005P,2023-03-06 0:41,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 01:06:33 AM )",192.9.36.216,No,Off,55aeb1a8f0aa4fde991d7c8736d37735,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-26 1:20,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-OF-DT012,국내 법인,dojb,N/A,PC Group,임원 : 도종복,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KRFY98CT6A0005,2023-03-06 0:50,desktop,"SAMSUNG ELECTRONICS CO., LTD. - 400TDA/400SDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,12,Offline,Connected,Up to date,"Completed( Mar 06, 2023 01:06:35 AM )",192.9.31.11,No,Off,0be17e64991942ab9d3ccf2e58ccacbc,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-20 6:02,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT059,국내 법인,minkyu.kim,N/A,PC Group,개발2팀 : 김민규,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,0YNN91IKC00023,2023-03-06 1:34,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5M/371B5M/371B5S",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 02:38:34 AM )",192.9.21.122,No,Off,db7d701030ce40a7a84ac50a37c6eedd,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:42,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT074,국내 법인,josh,N/A,PC Group,생산기술1팀 : 조승훈,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,8VBV042,2023-03-06 5:02,laptop,Dell Inc. - Inspiron 7577,Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 06:31:55 AM )",192.9.35.145,No,Off,31aad8b25ebf4ab38eed26db05aca805,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:48,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW212080025NT,국내 법인,shim2966,N/A,PC Group,글로벌개발팀 : 심형호,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR80002L,2023-03-06 5:54,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 06:57:41 AM )",192.9.21.113,No,Off,41b1e617436242878bf3c943b10da9ed,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:55,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-JIF-DT024,국내 법인,hyunsangkang,N/A,PC Group,지사생산관리팀 : 강현상,SWHITECH,SW Hitech,119.198.7.66,22.2.5.806,KF1X98CN1B000M,2023-03-06 6:03,desktop,"SAMSUNG ELECTRONICS CO., LTD. - 400T7A/400S7A",Windows,"Windows 10 Pro,19044",64 bit,8 GB,4,Intel(R) Core(TM) i5-6600K CPU @ 3.50GHz,4,Online,Connected,Up to date,"Completed( Mar 06, 2023 07:22:57 AM )",192.9.210.96,No,Off,e5e0d4ac40514bf6b9fb2de0d016471d,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-20 22:31,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW221030033DT,국내 법인,jinlee,N/A,PC Group,재경2팀 : 이진,SWHITECH,SW Hitech,221.161.63.2,22.2.5.806,KM0B98CR2A002P,2023-03-06 6:29,desktop,"SAMSUNG ELECTRONICS CO., LTD. - 400TCA/400SCA",Windows,"Windows 10 Pro,19045",64 bit,16 GB,12,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,12,Online,Connected,Up to date,"Completed( Mar 06, 2023 06:44:17 AM )",192.9.207.77,No,Off,d558109576964a929b6bdf6e8d0182dc,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:50,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-NT046,국내 법인,separk,N/A,PC Group,신뢰성연구팀 : 박상언,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,0YNN91GM400010,2023-03-06 7:42,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5M/371B5M/371B5S",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 09:32:15 AM )",192.9.206.153,No,Off,80c4ecbbd49f40668734ec042b91f40e,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 21:45,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-JIF-NT004,국내 법인,dongjin.kim,N/A,PC Group,지사생산관리팀 : 김동진,SWHITECH,SW Hitech,119.198.7.66,22.2.5.806,KN2S99YR80001M,2023-03-06 22:53,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 07, 2023 12:01:16 AM )",192.9.210.107,No,Off,10413943f8b2475ea281f8532c396a8a,1.64E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:34,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT110,국내 법인,sangchulhwang,N/A,PC Group,보전2팀 : 황상철,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YRC00057,2023-03-06 23:22,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 06, 2023 11:55:53 PM )",192.9.35.139,No,Off,3019e5577529402baaafa7ef54a4d6c2,1.64E+18,N/A,N/A,Not disabled,N/A,2023-04-25 23:07,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW223010060NT,국내 법인,gyeongjingim,N/A,PC Group,경영기획팀 : 김경진,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,44WM9FBR100027,2023-03-06 23:32,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,19045",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 12, 2023 10:56:04 PM )",192.9.27.102,No,Off,4f0b77ae07184732974c2b5daebce0eb,1.64E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:25,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT102,국내 법인,woogi.shin,N/A,PC Group,생산기술1팀 : 신우기,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,0YNN91IKC00024,2023-03-07 0:03,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5M/371B5M/371B5S",Windows,"Windows 10 Pro,18362",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 07, 2023 01:12:08 AM )",192.9.35.228,No,Off,59ffb3131cbe4d909f22816c8ddf9af0,1.64E+18,N/A,N/A,Not disabled,N/A,2023-04-12 13:59,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
